date,date_index,group
2018-01-10 09:17:30,273,"[20, 24]"
2018-01-10 09:17:30,273,"[33, 29, 34, 32]"
2018-01-10 09:17:00,274,"[20, 29, 27, 24, 34, 33, 32]"
2018-01-10 09:18:30,275,"[20, 21]"
2018-01-10 09:18:30,275,"[33, 29, 34, 32]"
2018-01-10 09:18:00,276,"[20, 21]"
2018-01-10 09:18:00,276,"[33, 29, 34, 32]"
2018-01-10 09:19:30,277,"[20, 29, 27, 24, 21, 34, 33, 32]"
2018-01-10 09:19:00,278,"[20, 29, 27, 24, 21, 33, 32]"
2018-01-10 09:20:30,279,"[20, 21, 27, 24]"
2018-01-10 09:20:30,279,"[33, 29, 32]"
2018-01-10 09:20:00,280,"[20, 21, 24]"
2018-01-10 09:20:00,280,"[34, 29]"
2018-01-10 09:21:30,281,"[20, 29, 24, 21, 34]"
2018-01-10 09:21:00,282,"[20, 29, 24, 21, 34]"
2018-01-10 09:22:30,283,"[20, 21, 27]"
2018-01-10 09:22:30,283,"[34, 29]"
2018-01-10 09:22:00,284,"[20, 29, 27, 24, 21, 34]"
2018-01-10 09:23:30,285,"[20, 21, 27]"
2018-01-10 09:23:30,285,"[34, 29]"
2018-01-10 09:23:00,286,"[20, 21]"
2018-01-10 09:23:00,286,"[33, 32]"
2018-01-10 09:23:00,286,"[34, 29]"
2018-01-10 09:24:30,287,"[20, 21, 33, 32]"
2018-01-10 09:24:30,287,"[34, 29]"
2018-01-10 09:24:00,288,"[20, 29, 34, 33, 32]"
2018-01-10 09:25:30,289,"[20, 14, 21]"
2018-01-10 09:25:30,289,"[33, 29, 34, 32]"
2018-01-10 09:25:00,290,"[20, 29, 21, 34, 33, 32]"
2018-01-10 09:26:30,291,"[20, 21, 32]"
2018-01-10 09:26:30,291,"[33, 29, 34]"
2018-01-10 09:26:00,292,"[20, 32]"
2018-01-10 09:26:00,292,"[33, 29]"
2018-01-10 09:27:30,293,"[20, 21, 32]"
2018-01-10 09:27:00,294,"[20, 32]"
2018-01-10 09:28:30,295,"[20, 21]"
2018-01-10 09:28:30,295,"[33, 29, 34]"
2018-01-10 09:28:00,296,"[20, 21]"
2018-01-10 09:28:00,296,"[33, 29]"
2018-01-10 09:29:30,297,"[20, 21]"
2018-01-10 09:29:30,297,"[24, 33]"
2018-01-10 09:29:00,298,"[20, 21]"
2018-01-10 09:29:00,298,"[24, 33]"
2018-01-10 09:30:30,299,"[20, 21]"
2018-01-10 09:30:30,299,"[24, 33]"
2018-01-10 09:30:00,300,"[20, 21]"
2018-01-10 09:31:30,301,"[20, 21]"
2018-01-10 09:31:00,302,"[20, 21]"
2018-01-10 09:32:30,303,"[20, 21]"
2018-01-10 09:32:00,304,"[20, 21]"
2018-01-10 09:33:30,305,"[20, 21]"
2018-01-10 09:33:00,306,"[20, 21, 24]"
2018-01-10 09:34:30,307,"[20, 21]"
2018-01-10 09:34:00,308,"[20, 21]"
2018-01-10 09:35:30,309,"[20, 21, 24]"
2018-01-10 09:35:00,310,"[20, 21, 24]"
2018-01-10 09:36:30,311,"[20, 21]"
2018-01-10 09:36:30,311,"[24, 33]"
2018-01-10 09:36:00,312,"[20, 21]"
2018-01-10 09:37:30,313,"[20, 21]"
2018-01-10 09:37:30,313,"[24, 33]"
2018-01-10 09:37:00,314,"[20, 21]"
2018-01-10 09:38:30,315,"[20, 21]"
2018-01-10 09:38:00,316,"[20, 21]"
2018-01-10 09:39:30,317,"[33, 32]"
2018-01-10 09:39:00,318,"[33, 32]"
2018-01-10 09:40:30,319,"[33, 32]"
2018-01-10 09:40:00,320,"[20, 33, 32]"
2018-01-10 09:41:30,321,"[20, 27]"
2018-01-10 09:41:30,321,"[33, 32]"
2018-01-10 09:41:00,322,"[33, 32]"
2018-01-10 09:42:30,323,"[33, 32]"
2018-01-10 09:42:00,324,"[24, 32]"
2018-01-10 09:43:30,325,"[24, 32]"
2018-01-10 09:43:00,326,"[10, 32]"
2018-01-10 09:44:30,327,"[11, 10, 33]"
2018-01-10 09:44:00,328,"[11, 33, 32]"
2018-01-10 09:45:30,329,"[11, 24]"
2018-01-10 09:45:30,329,"[33, 32]"
2018-01-10 09:45:00,330,"[33, 32]"
2018-01-10 09:46:30,331,"[33, 32]"
2018-01-10 09:46:00,332,"[33, 32]"
2018-01-10 09:47:30,333,"[33, 32]"
2018-01-10 09:47:00,334,"[33, 32]"
2018-01-10 09:48:30,335,"[20, 33, 32]"
2018-01-10 09:48:00,336,"[33, 32]"
2018-01-10 09:49:30,337,"[33, 32]"
2018-01-10 09:50:30,339,"[20, 27]"
2018-01-10 09:51:30,341,"[20, 27]"
2018-01-10 09:51:00,342,"[20, 27]"
2018-01-10 09:53:00,346,"[20, 24]"
2018-01-10 09:53:00,346,"[33, 32]"
2018-01-10 09:54:30,347,"[33, 32]"
2018-01-10 09:54:00,348,"[20, 32, 33, 24]"
2018-01-10 09:55:30,349,"[20, 14]"
2018-01-10 09:55:30,349,"[24, 27, 33, 32]"
2018-01-10 09:55:00,350,"[20, 14]"
2018-01-10 09:56:30,351,"[11, 14, 10]"
2018-01-10 09:56:00,352,"[11, 24, 20, 14, 10]"
2018-01-10 09:57:30,353,"[11, 24, 20, 14, 10]"
2018-01-10 09:57:00,354,"[11, 14, 20, 10]"
2018-01-10 09:58:30,355,"[11, 10, 24]"
2018-01-10 09:58:30,355,"[20, 14]"
2018-01-10 09:58:00,356,"[11, 10, 24]"
2018-01-10 09:58:00,356,"[20, 14]"
2018-01-10 09:59:30,357,"[20, 14]"
2018-01-10 09:59:00,358,"[20, 14]"
2018-01-10 09:59:00,358,"[24, 10]"
2018-01-10 09:60:30,359,"[20, 14, 21]"
2018-01-10 10:02:30,363,"[20, 14]"
2018-01-10 10:02:00,364,"[20, 21]"
2018-01-10 10:03:30,365,"[20, 21]"
2018-01-10 10:03:00,366,"[20, 21]"
2018-01-10 10:04:30,367,"[20, 21]"
2018-01-10 10:04:00,368,"[20, 21]"
2018-01-10 10:05:30,369,"[20, 21]"
2018-01-10 10:05:00,370,"[20, 21]"
2018-01-10 10:06:30,371,"[20, 21]"
2018-01-10 10:06:00,372,"[20, 14, 21]"
2018-01-10 10:07:30,373,"[20, 21]"
2018-01-10 10:07:00,374,"[20, 21]"
2018-01-10 10:08:30,375,"[20, 14, 22, 21]"
2018-01-10 10:08:00,376,"[20, 21]"
2018-01-10 10:08:00,376,"[14, 22]"
2018-01-10 10:09:30,377,"[24, 23]"
2018-01-10 10:09:00,378,"[20, 21]"
2018-01-10 10:10:30,379,"[20, 21]"
2018-01-10 10:10:00,380,"[20, 21]"
2018-01-10 10:11:30,381,"[20, 22, 14, 21]"
2018-01-10 10:11:30,381,"[34, 29]"
2018-01-10 10:11:00,382,"[20, 22, 14, 21]"
2018-01-10 10:11:00,382,"[34, 29]"
2018-01-10 10:12:30,383,"[20, 29, 27, 21, 14]"
2018-01-10 10:12:00,384,"[34, 29, 27]"
2018-01-10 10:12:00,384,"[14, 22]"
2018-01-10 10:13:30,385,"[34, 29, 27]"
2018-01-10 10:13:00,386,"[34, 29, 27]"
2018-01-10 10:14:30,387,"[34, 29, 27]"
2018-01-10 10:14:00,388,"[27, 29]"
2018-01-10 10:15:30,389,"[34, 29, 27]"
2018-01-10 10:15:00,390,"[34, 29, 27]"
2018-01-10 10:16:30,391,"[34, 29, 27]"
2018-01-10 10:16:00,392,"[34, 29, 27]"
2018-01-10 10:17:30,393,"[34, 29]"
2018-01-10 10:17:00,394,"[34, 29, 27]"
2018-01-10 10:18:30,395,"[34, 29, 27]"
2018-01-10 10:18:00,396,"[34, 29]"
2018-01-10 10:20:30,399,"[14, 22]"
2018-01-10 10:20:30,399,"[27, 29]"
2018-01-10 10:20:00,400,"[14, 22]"
2018-01-10 10:21:30,401,"[14, 22]"
2018-01-10 10:21:00,402,"[14, 22]"
2018-01-10 10:21:00,402,"[27, 29]"
2018-01-10 10:22:30,403,"[34, 29, 27]"
2018-01-10 10:22:00,404,"[34, 29]"
2018-01-10 10:23:30,405,"[34, 29]"
2018-01-10 10:23:00,406,"[33, 29, 34, 32]"
2018-01-10 10:24:30,407,"[33, 29, 34, 32]"
2018-01-10 10:24:00,408,"[33, 29, 27, 34, 32]"
2018-01-10 10:25:30,409,"[33, 29, 27, 34, 32]"
2018-01-10 10:25:00,410,"[17, 14]"
2018-01-10 10:25:00,410,"[33, 29, 27, 34, 32]"
